degree,essay_text_len,clevel,gen,sgroup,test_preparation
50,0,Beginner Level,Male,ClassA,0
51,516,Intermediate Level,Female,ClassB,0
46,464,Intermediate Level,Female,ClassB,0
88,885,Beginner Level,Female,ClassB,1
87,0,Intermediate Level,Female,ClassB,1
73,735,Beginner Level,Female,ClassB,0
80,806,Beginner Level,Female,ClassB,0
84,0,Intermediate Level,Female,ClassB,1
92,925,Intermediate Level,Female,ClassB,1
76,762,Expert Level,Female,ClassB,0
75,757,Beginner Level,Female,ClassB,0
71,716,Intermediate Level,Female,ClassE,0
78,785,Intermediate Level,Female,ClassE,0
93,933,Beginner Level,Female,ClassE,1
86,0,Intermediate Level,Female,ClassE,1
75,0,Beginner Level,Female,ClassE,0
83,833,Beginner Level,Female,ClassE,1
74,742,Intermediate Level,Female,ClassE,0
75,0,Intermediate Level,Female,ClassE,0
75,753,Expert Level,Female,ClassE,0
85,853,Beginner Level,Female,ClassE,1
65,652,Intermediate Level,Male,ClassD,0
55,0,Intermediate Level,Male,ClassD,0
67,673,Beginner Level,Male,ClassD,0
67,672,Intermediate Level,Male,ClassD,0
67,0,Beginner Level,Male,ClassD,0
94,0,Beginner Level,Male,ClassD,1
89,896,Intermediate Level,Male,ClassD,1
63,0,Intermediate Level,Male,ClassD,0
51,516,Expert Level,Male,ClassD,0
87,875,Beginner Level,Male,ClassD,1
84,0,Intermediate Level,Female,ClassB,1
78,0,Intermediate Level,Female,ClassB,0
73,733,Beginner Level,Female,ClassB,0
85,854,Intermediate Level,Female,ClassB,1
84,846,Beginner Level,Female,ClassB,1
48,485,Beginner Level,Female,ClassB,0
73,737,Intermediate Level,Female,ClassB,0
84,847,Intermediate Level,Female,ClassB,1
70,706,Expert Level,Female,ClassB,0
75,0,Beginner Level,Female,ClassB,0
71,717,Intermediate Level,Male,ClassD,0
55,0,Intermediate Level,Male,ClassD,0
70,706,Beginner Level,Male,ClassD,0
60,0,Intermediate Level,Male,ClassD,0
63,634,Beginner Level,Male,ClassD,0
86,866,Beginner Level,Male,ClassD,1
62,625,Intermediate Level,Male,ClassD,0
73,0,Intermediate Level,Male,ClassD,0
66,0,Expert Level,Male,ClassD,0
54,547,Beginner Level,Male,ClassD,0
73,736,Intermediate Level,Female,ClassE,0
72,726,Intermediate Level,Female,ClassE,0
83,834,Beginner Level,Female,ClassE,1
76,765,Intermediate Level,Female,ClassE,0
71,716,Beginner Level,Female,ClassE,0
81,0,Beginner Level,Female,ClassE,1
75,754,Intermediate Level,Female,ClassE,0
96,965,Intermediate Level,Female,ClassE,1
76,766,Expert Level,Female,ClassE,0
80,807,Beginner Level,Female,ClassE,0
62,625,Intermediate Level,Male,ClassA,0
87,874,Intermediate Level,Male,ClassA,1
89,893,Beginner Level,Male,ClassA,1
49,0,Intermediate Level,Male,ClassA,0
46,465,Beginner Level,Male,ClassA,0
58,0,Beginner Level,Male,ClassA,0
58,584,Intermediate Level,Male,ClassA,0
82,0,Intermediate Level,Male,ClassA,1
68,682,Expert Level,Male,ClassA,0
69,0,Beginner Level,Male,ClassA,0
43,434,Intermediate Level,Female,ClassA,0
55,0,Intermediate Level,Female,ClassA,0
79,796,Beginner Level,Female,ClassA,0
57,573,Intermediate Level,Female,ClassA,0
48,487,Beginner Level,Female,ClassA,0
70,706,Beginner Level,Female,ClassA,0
44,446,Intermediate Level,Female,ClassA,0
82,825,Intermediate Level,Female,ClassA,1
69,696,Expert Level,Female,ClassA,0
43,433,Beginner Level,Female,ClassA,0
72,726,Intermediate Level,Male,ClassB,0
88,883,Intermediate Level,Male,ClassB,1
47,0,Beginner Level,Male,ClassB,0
75,753,Intermediate Level,Male,ClassB,0
85,855,Beginner Level,Male,ClassB,1
53,533,Beginner Level,Male,ClassB,0
82,0,Intermediate Level,Male,ClassB,1
49,494,Intermediate Level,Male,ClassB,0
42,427,Expert Level,Male,ClassB,0
80,806,Beginner Level,Male,ClassB,0
45,454,Intermediate Level,Male,ClassB,0
71,715,Intermediate Level,Male,ClassB,0
80,802,Beginner Level,Male,ClassB,0
77,776,Intermediate Level,Male,ClassB,0
86,0,Beginner Level,Male,ClassB,1
88,886,Beginner Level,Male,ClassB,1
42,0,Intermediate Level,Male,ClassB,0
85,0,Intermediate Level,Male,ClassB,1
88,887,Expert Level,Male,ClassB,1
84,0,Beginner Level,Male,ClassB,1
58,583,Intermediate Level,Male,ClassA,0
68,683,Intermediate Level,Male,ClassA,0
56,565,Beginner Level,Male,ClassA,0
88,884,Intermediate Level,Male,ClassA,1
64,0,Beginner Level,Male,ClassA,0
57,573,Beginner Level,Male,ClassA,0
82,0,Intermediate Level,Male,ClassA,1
38,383,Intermediate Level,Male,ClassA,0
68,0,Expert Level,Male,ClassA,0
45,0,Beginner Level,Male,ClassA,0
60,605,Intermediate Level,Male,ClassA,0
52,527,Intermediate Level,Male,ClassA,0
43,434,Beginner Level,Male,ClassA,0
82,0,Intermediate Level,Male,ClassA,1
62,623,Beginner Level,Male,ClassA,0
86,0,Beginner Level,Male,ClassA,1
64,644,Intermediate Level,Male,ClassA,0
69,0,Intermediate Level,Male,ClassA,0
40,405,Expert Level,Male,ClassA,0
50,504,Beginner Level,Male,ClassA,0
42,424,Intermediate Level,Male,ClassB,0
56,564,Intermediate Level,Male,ClassB,0
54,0,Beginner Level,Male,ClassB,0
54,0,Intermediate Level,Male,ClassB,0
58,585,Beginner Level,Male,ClassB,0
77,775,Beginner Level,Male,ClassB,0
82,823,Intermediate Level,Male,ClassB,1
77,775,Intermediate Level,Male,ClassB,0
73,736,Expert Level,Male,ClassB,0
54,545,Beginner Level,Male,ClassB,0
47,476,Intermediate Level,Male,ClassA,0
53,0,Intermediate Level,Male,ClassA,0
41,416,Beginner Level,Male,ClassA,0
77,0,Intermediate Level,Male,ClassA,0
66,665,Beginner Level,Male,ClassA,0
45,0,Beginner Level,Male,ClassA,0
55,0,Intermediate Level,Male,ClassA,0
84,847,Intermediate Level,Male,ClassA,1
84,846,Expert Level,Male,ClassA,1
68,0,Beginner Level,Male,ClassA,0
67,676,Intermediate Level,Female,ClassA,0
69,695,Intermediate Level,Female,ClassA,0
41,412,Beginner Level,Female,ClassA,0
77,774,Intermediate Level,Female,ClassA,0
56,565,Beginner Level,Female,ClassA,0
70,706,Beginner Level,Female,ClassA,0
53,533,Intermediate Level,Female,ClassA,0
87,0,Intermediate Level,Female,ClassA,1
67,672,Expert Level,Female,ClassA,0
51,516,Beginner Level,Female,ClassA,0
87,872,Intermediate Level,Male,ClassC,1
89,0,Intermediate Level,Male,ClassC,1
68,0,Beginner Level,Male,ClassC,0
66,666,Intermediate Level,Male,ClassC,0
89,893,Beginner Level,Male,ClassC,1
69,0,Beginner Level,Male,ClassC,0
72,0,Intermediate Level,Male,ClassC,0
61,614,Intermediate Level,Male,ClassC,0
62,622,Expert Level,Male,ClassC,0
85,855,Beginner Level,Male,ClassC,1
56,564,Intermediate Level,Male,ClassD,0
50,0,Intermediate Level,Male,ClassD,0
88,887,Beginner Level,Male,ClassD,1
87,0,Intermediate Level,Male,ClassD,1
52,522,Beginner Level,Male,ClassD,0
70,703,Beginner Level,Male,ClassD,0
58,584,Intermediate Level,Male,ClassD,0
52,0,Intermediate Level,Male,ClassD,0
71,0,Expert Level,Male,ClassD,0
67,674,Beginner Level,Male,ClassD,0
78,782,Intermediate Level,Male,ClassB,0
73,0,Intermediate Level,Male,ClassB,0
85,856,Beginner Level,Male,ClassB,1
79,0,Intermediate Level,Male,ClassB,0
79,795,Beginner Level,Male,ClassB,0
71,715,Beginner Level,Male,ClassB,0
74,745,Intermediate Level,Male,ClassB,0
78,785,Intermediate Level,Male,ClassB,0
89,895,Expert Level,Male,ClassB,1
80,805,Beginner Level,Male,ClassB,0
78,785,Intermediate Level,Male,ClassE,0
86,864,Intermediate Level,Male,ClassE,1
85,0,Beginner Level,Male,ClassE,1
78,787,Intermediate Level,Male,ClassE,0
71,714,Beginner Level,Male,ClassE,0
73,735,Beginner Level,Male,ClassE,0
88,883,Intermediate Level,Male,ClassE,1
84,844,Intermediate Level,Male,ClassE,1
74,746,Expert Level,Male,ClassE,0
82,0,Beginner Level,Male,ClassE,1
84,847,Intermediate Level,Female,ClassD,1
57,0,Intermediate Level,Female,ClassD,0
75,754,Beginner Level,Female,ClassD,0
80,807,Intermediate Level,Female,ClassD,0
74,744,Beginner Level,Female,ClassD,0
68,682,Beginner Level,Female,ClassD,0
63,636,Intermediate Level,Female,ClassD,0
82,825,Intermediate Level,Female,ClassD,1
86,865,Expert Level,Female,ClassD,1
87,873,Beginner Level,Female,ClassD,1
85,0,Intermediate Level,Male,ClassB,1
78,0,Intermediate Level,Male,ClassB,0
71,713,Beginner Level,Male,ClassB,0
86,867,Intermediate Level,Male,ClassB,1
52,525,Beginner Level,Male,ClassB,0
45,453,Beginner Level,Male,ClassB,0
49,493,Intermediate Level,Male,ClassB,0
52,526,Intermediate Level,Male,ClassB,0
72,725,Expert Level,Male,ClassB,0
81,813,Beginner Level,Male,ClassB,1
65,653,Intermediate Level,Female,ClassC,0
73,732,Intermediate Level,Female,ClassC,0
69,0,Beginner Level,Female,ClassC,0
87,876,Intermediate Level,Female,ClassC,1
65,654,Beginner Level,Female,ClassC,0
87,0,Beginner Level,Female,ClassC,1
61,616,Intermediate Level,Female,ClassC,0
86,863,Intermediate Level,Female,ClassC,1
88,884,Expert Level,Female,ClassC,1
89,897,Beginner Level,Female,ClassC,1
87,877,Intermediate Level,Female,ClassD,1
82,823,Intermediate Level,Female,ClassD,1
66,667,Beginner Level,Female,ClassD,0
54,0,Intermediate Level,Female,ClassD,0
52,526,Beginner Level,Female,ClassD,0
58,587,Beginner Level,Female,ClassD,0
61,615,Intermediate Level,Female,ClassD,0
88,0,Intermediate Level,Female,ClassD,1
87,876,Expert Level,Female,ClassD,1
67,676,Beginner Level,Female,ClassD,0
88,885,Intermediate Level,Male,ClassB,1
58,584,Intermediate Level,Male,ClassB,0
79,795,Beginner Level,Male,ClassB,0
87,0,Intermediate Level,Male,ClassB,1
72,724,Beginner Level,Male,ClassB,0
82,825,Beginner Level,Male,ClassB,1
47,474,Intermediate Level,Male,ClassB,0
71,713,Intermediate Level,Male,ClassB,0
76,765,Expert Level,Male,ClassB,0
45,452,Beginner Level,Male,ClassB,0
63,636,Intermediate Level,Female,ClassA,0
44,446,Intermediate Level,Female,ClassA,0
58,585,Beginner Level,Female,ClassA,0
61,616,Intermediate Level,Female,ClassA,0
67,676,Beginner Level,Female,ClassA,0
68,0,Beginner Level,Female,ClassA,0
73,734,Intermediate Level,Female,ClassA,0
71,716,Intermediate Level,Female,ClassA,0
65,655,Expert Level,Female,ClassA,0
85,855,Beginner Level,Female,ClassA,1
85,0,Intermediate Level,Female,ClassE,1
94,945,Intermediate Level,Female,ClassE,1
86,0,Beginner Level,Female,ClassE,1
88,0,Intermediate Level,Female,ClassE,1
99,996,Beginner Level,Female,ClassE,1
84,845,Beginner Level,Female,ClassE,1
92,924,Intermediate Level,Female,ClassE,1
71,715,Intermediate Level,Female,ClassE,0
79,0,Expert Level,Female,ClassE,0
95,956,Beginner Level,Female,ClassE,1
89,896,Intermediate Level,Female,ClassC,1
68,687,Intermediate Level,Female,ClassC,0
69,695,Beginner Level,Female,ClassC,0
71,717,Intermediate Level,Female,ClassC,0
71,0,Beginner Level,Female,ClassC,0
72,726,Beginner Level,Female,ClassC,0
89,0,Intermediate Level,Female,ClassC,1
68,685,Intermediate Level,Female,ClassC,0
67,676,Expert Level,Female,ClassC,0
74,742,Beginner Level,Female,ClassC,0
72,0,Intermediate Level,Male,ClassD,0
91,916,Intermediate Level,Male,ClassD,1
79,0,Beginner Level,Male,ClassD,0
60,606,Intermediate Level,Male,ClassD,0
52,0,Beginner Level,Male,ClassD,0
61,0,Beginner Level,Male,ClassD,0
54,545,Intermediate Level,Male,ClassD,0
58,582,Intermediate Level,Male,ClassD,0
53,0,Expert Level,Male,ClassD,0
85,855,Beginner Level,Male,ClassD,1
71,715,Intermediate Level,Male,ClassC,0
87,874,Intermediate Level,Male,ClassC,1
68,682,Beginner Level,Male,ClassC,0
60,0,Intermediate Level,Male,ClassC,0
63,637,Beginner Level,Male,ClassC,0
72,724,Beginner Level,Male,ClassC,0
70,0,Intermediate Level,Male,ClassC,0
87,0,Intermediate Level,Male,ClassC,1
87,0,Expert Level,Male,ClassC,1
87,874,Beginner Level,Male,ClassC,1
88,886,Intermediate Level,Female,ClassD,1
55,556,Intermediate Level,Female,ClassD,0
98,0,Beginner Level,Female,ClassD,1
67,673,Intermediate Level,Female,ClassD,0
53,533,Beginner Level,Female,ClassD,0
77,775,Beginner Level,Female,ClassD,0
52,526,Intermediate Level,Female,ClassD,0
65,654,Intermediate Level,Female,ClassD,0
88,0,Expert Level,Female,ClassD,1
58,0,Beginner Level,Female,ClassD,0
72,723,Intermediate Level,Male,ClassA,0
66,666,Intermediate Level,Male,ClassA,0
51,516,Beginner Level,Male,ClassA,0
42,426,Intermediate Level,Male,ClassA,0
44,446,Beginner Level,Male,ClassA,0
50,503,Beginner Level,Male,ClassA,0
64,0,Intermediate Level,Male,ClassA,0
59,593,Intermediate Level,Male,ClassA,0
77,774,Expert Level,Male,ClassA,0
62,623,Beginner Level,Male,ClassA,0
84,846,Intermediate Level,Male,ClassA,1
73,0,Intermediate Level,Male,ClassA,0
55,555,Beginner Level,Male,ClassA,0
74,747,Intermediate Level,Male,ClassA,0
74,743,Beginner Level,Male,ClassA,0
64,0,Beginner Level,Male,ClassA,0
67,674,Intermediate Level,Male,ClassA,0
53,536,Intermediate Level,Male,ClassA,0
63,635,Expert Level,Male,ClassA,0
57,576,Beginner Level,Male,ClassA,0
70,702,Intermediate Level,Male,ClassA,0
42,0,Intermediate Level,Male,ClassA,0
76,767,Beginner Level,Male,ClassA,0
43,436,Intermediate Level,Male,ClassA,0
62,623,Beginner Level,Male,ClassA,0
89,0,Beginner Level,Male,ClassA,1
78,784,Intermediate Level,Male,ClassA,0
44,0,Intermediate Level,Male,ClassA,0
61,613,Expert Level,Male,ClassA,0
44,443,Beginner Level,Male,ClassA,0
86,0,Intermediate Level,Female,ClassA,1
88,885,Intermediate Level,Female,ClassA,1
48,0,Beginner Level,Female,ClassA,0
85,853,Intermediate Level,Female,ClassA,1
66,662,Beginner Level,Female,ClassA,0
47,0,Beginner Level,Female,ClassA,0
43,0,Intermediate Level,Female,ClassA,0
55,554,Intermediate Level,Female,ClassA,0
80,0,Expert Level,Female,ClassA,0
63,0,Beginner Level,Female,ClassA,0
83,835,Intermediate Level,Female,ClassA,1
86,864,Intermediate Level,Female,ClassA,1
43,435,Beginner Level,Female,ClassA,0
44,447,Intermediate Level,Female,ClassA,0
85,853,Beginner Level,Female,ClassA,1
47,475,Beginner Level,Female,ClassA,0
66,664,Intermediate Level,Female,ClassA,0
40,407,Intermediate Level,Female,ClassA,0
56,562,Expert Level,Female,ClassA,0
75,754,Beginner Level,Female,ClassA,0
84,842,Intermediate Level,Female,ClassB,1
97,977,Intermediate Level,Female,ClassB,1
78,785,Beginner Level,Female,ClassB,0
87,875,Intermediate Level,Female,ClassB,1
75,753,Beginner Level,Female,ClassB,0
79,796,Beginner Level,Female,ClassB,0
75,0,Intermediate Level,Female,ClassB,0
75,755,Intermediate Level,Female,ClassB,0
79,0,Expert Level,Female,ClassB,0
53,0,Beginner Level,Female,ClassB,0
97,973,Intermediate Level,Male,ClassD,1
80,805,Intermediate Level,Male,ClassD,0
77,0,Beginner Level,Male,ClassD,0
67,677,Intermediate Level,Male,ClassD,0
81,0,Beginner Level,Male,ClassD,1
80,803,Beginner Level,Male,ClassD,0
81,0,Intermediate Level,Male,ClassD,1
60,605,Intermediate Level,Male,ClassD,0
80,0,Expert Level,Male,ClassD,0
62,0,Beginner Level,Male,ClassD,0
79,795,Intermediate Level,Female,ClassA,0
52,524,Intermediate Level,Female,ClassA,0
33,335,Beginner Level,Female,ClassA,0
44,446,Intermediate Level,Female,ClassA,0
41,412,Beginner Level,Female,ClassA,0
78,785,Beginner Level,Female,ClassA,0
67,673,Intermediate Level,Female,ClassA,0
80,803,Intermediate Level,Female,ClassA,0
87,874,Expert Level,Female,ClassA,1
80,806,Beginner Level,Female,ClassA,0
88,887,Intermediate Level,Female,ClassE,1
85,853,Intermediate Level,Female,ClassE,1
70,705,Beginner Level,Female,ClassE,0
71,714,Intermediate Level,Female,ClassE,0
77,774,Beginner Level,Female,ClassE,0
83,835,Beginner Level,Female,ClassE,1
77,0,Intermediate Level,Female,ClassE,0
88,883,Intermediate Level,Female,ClassE,1
71,715,Expert Level,Female,ClassE,0
86,863,Beginner Level,Female,ClassE,1
75,0,Intermediate Level,Female,ClassE,0
78,0,Intermediate Level,Female,ClassE,0
73,732,Beginner Level,Female,ClassE,0
93,933,Intermediate Level,Female,ClassE,1
83,0,Beginner Level,Female,ClassE,1
70,0,Beginner Level,Female,ClassE,0
85,856,Intermediate Level,Female,ClassE,1
70,703,Intermediate Level,Female,ClassE,0
77,776,Expert Level,Female,ClassE,0
94,942,Beginner Level,Female,ClassE,1
56,0,Intermediate Level,Male,ClassA,0
48,483,Intermediate Level,Male,ClassA,0
75,753,Beginner Level,Male,ClassA,0
57,575,Intermediate Level,Male,ClassA,0
80,806,Beginner Level,Male,ClassA,0
48,484,Beginner Level,Male,ClassA,0
59,0,Intermediate Level,Male,ClassA,0
47,475,Intermediate Level,Male,ClassA,0
82,823,Expert Level,Male,ClassA,1
68,0,Beginner Level,Male,ClassA,0
75,0,Intermediate Level,Male,ClassE,0
86,863,Intermediate Level,Male,ClassE,1
87,0,Beginner Level,Male,ClassE,1
84,842,Intermediate Level,Male,ClassE,1
80,803,Beginner Level,Male,ClassE,0
94,945,Beginner Level,Male,ClassE,1
89,896,Intermediate Level,Male,ClassE,1
72,0,Intermediate Level,Male,ClassE,0
74,744,Expert Level,Male,ClassE,0
74,746,Beginner Level,Male,ClassE,0
52,525,Intermediate Level,Male,ClassD,0
71,0,Intermediate Level,Male,ClassD,0
53,0,Beginner Level,Male,ClassD,0
72,726,Intermediate Level,Male,ClassD,0
73,0,Beginner Level,Male,ClassD,0
72,0,Beginner Level,Male,ClassD,0
60,0,Intermediate Level,Male,ClassD,0
89,894,Intermediate Level,Male,ClassD,1
67,673,Expert Level,Male,ClassD,0
77,772,Beginner Level,Male,ClassD,0
62,626,Intermediate Level,Male,ClassA,0
53,535,Intermediate Level,Male,ClassA,0
80,807,Beginner Level,Male,ClassA,0
38,384,Intermediate Level,Male,ClassA,0
66,0,Beginner Level,Male,ClassA,0
47,477,Beginner Level,Male,ClassA,0
62,626,Intermediate Level,Male,ClassA,0
74,742,Intermediate Level,Male,ClassA,0
46,463,Expert Level,Male,ClassA,0
88,882,Beginner Level,Male,ClassA,1
60,0,Intermediate Level,Female,ClassC,0
61,616,Intermediate Level,Female,ClassC,0
67,674,Beginner Level,Female,ClassC,0
62,622,Intermediate Level,Female,ClassC,0
63,0,Beginner Level,Female,ClassC,0
88,882,Beginner Level,Female,ClassC,1
69,694,Intermediate Level,Female,ClassC,0
63,0,Intermediate Level,Female,ClassC,0
62,624,Expert Level,Female,ClassC,0
64,0,Beginner Level,Female,ClassC,0
80,0,Intermediate Level,Female,ClassA,0
61,615,Intermediate Level,Female,ClassA,0
41,414,Beginner Level,Female,ClassA,0
42,0,Intermediate Level,Female,ClassA,0
32,323,Beginner Level,Female,ClassA,0
69,695,Beginner Level,Female,ClassA,0
42,0,Intermediate Level,Female,ClassA,0
41,413,Intermediate Level,Female,ClassA,0
62,0,Expert Level,Female,ClassA,0
48,486,Beginner Level,Female,ClassA,0
48,483,Intermediate Level,Male,ClassB,0
53,536,Intermediate Level,Male,ClassB,0
78,784,Beginner Level,Male,ClassB,0
70,705,Intermediate Level,Male,ClassB,0
75,754,Beginner Level,Male,ClassB,0
73,734,Beginner Level,Male,ClassB,0
83,0,Intermediate Level,Male,ClassB,1
86,0,Intermediate Level,Male,ClassB,1
71,0,Expert Level,Male,ClassB,0
74,0,Beginner Level,Male,ClassB,0
71,716,Intermediate Level,Male,ClassB,0
75,0,Intermediate Level,Male,ClassB,0
42,424,Beginner Level,Male,ClassB,0
87,876,Intermediate Level,Male,ClassB,1
80,0,Beginner Level,Male,ClassB,0
75,752,Beginner Level,Male,ClassB,0
42,423,Intermediate Level,Male,ClassB,0
74,742,Intermediate Level,Male,ClassB,0
74,0,Expert Level,Male,ClassB,0
85,854,Beginner Level,Male,ClassB,1
68,684,Intermediate Level,Male,ClassD,0
82,822,Intermediate Level,Male,ClassD,1
64,647,Beginner Level,Male,ClassD,0
74,744,Intermediate Level,Male,ClassD,0
60,0,Beginner Level,Male,ClassD,0
50,506,Beginner Level,Male,ClassD,0
53,535,Intermediate Level,Male,ClassD,0
58,0,Intermediate Level,Male,ClassD,0
74,746,Expert Level,Male,ClassD,0
51,0,Beginner Level,Male,ClassD,0
44,444,Intermediate Level,Male,ClassA,0
68,684,Intermediate Level,Male,ClassA,0
64,646,Beginner Level,Male,ClassA,0
51,0,Intermediate Level,Male,ClassA,0
54,545,Beginner Level,Male,ClassA,0
50,503,Beginner Level,Male,ClassA,0
80,805,Intermediate Level,Male,ClassA,0
53,0,Intermediate Level,Male,ClassA,0
44,444,Expert Level,Male,ClassA,0
59,597,Beginner Level,Male,ClassA,0
45,455,Intermediate Level,Male,ClassA,0
81,813,Intermediate Level,Male,ClassA,1
55,0,Beginner Level,Male,ClassA,0
88,0,Intermediate Level,Male,ClassA,1
79,793,Beginner Level,Male,ClassA,0
75,757,Beginner Level,Male,ClassA,0
88,0,Intermediate Level,Male,ClassA,1
66,0,Intermediate Level,Male,ClassA,0
66,667,Expert Level,Male,ClassA,0
57,576,Beginner Level,Male,ClassA,0
47,0,Intermediate Level,Male,ClassA,0
46,465,Intermediate Level,Male,ClassA,0
43,435,Beginner Level,Male,ClassA,0
66,665,Intermediate Level,Male,ClassA,0
76,0,Beginner Level,Male,ClassA,0
48,0,Beginner Level,Male,ClassA,0
80,806,Intermediate Level,Male,ClassA,0
49,0,Intermediate Level,Male,ClassA,0
54,545,Expert Level,Male,ClassA,0
66,666,Beginner Level,Male,ClassA,0
59,595,Intermediate Level,Male,ClassB,0
45,452,Intermediate Level,Male,ClassB,0
77,774,Beginner Level,Male,ClassB,0
74,0,Intermediate Level,Male,ClassB,0
73,0,Beginner Level,Male,ClassB,0
75,756,Beginner Level,Male,ClassB,0
78,0,Intermediate Level,Male,ClassB,0
52,526,Intermediate Level,Male,ClassB,0
77,773,Expert Level,Male,ClassB,0
71,0,Beginner Level,Male,ClassB,0
83,834,Intermediate Level,Female,ClassE,1
88,886,Intermediate Level,Female,ClassE,1
96,966,Beginner Level,Female,ClassE,1
78,0,Intermediate Level,Female,ClassE,0
92,926,Beginner Level,Female,ClassE,1
98,0,Beginner Level,Female,ClassE,1
81,816,Intermediate Level,Female,ClassE,1
71,0,Intermediate Level,Female,ClassE,0
99,994,Expert Level,Female,ClassE,1
90,0,Beginner Level,Female,ClassE,1
84,843,Intermediate Level,Male,ClassA,1
74,744,Intermediate Level,Male,ClassA,0
62,626,Beginner Level,Male,ClassA,0
66,663,Intermediate Level,Male,ClassA,0
56,563,Beginner Level,Male,ClassA,0
67,675,Beginner Level,Male,ClassA,0
55,0,Intermediate Level,Male,ClassA,0
49,495,Intermediate Level,Male,ClassA,0
48,482,Expert Level,Male,ClassA,0
68,0,Beginner Level,Male,ClassA,0
82,823,Intermediate Level,Male,ClassD,1
71,713,Intermediate Level,Male,ClassD,0
50,0,Beginner Level,Male,ClassD,0
82,825,Intermediate Level,Male,ClassD,1
59,594,Beginner Level,Male,ClassD,0
67,0,Beginner Level,Male,ClassD,0
70,0,Intermediate Level,Male,ClassD,0
87,0,Intermediate Level,Male,ClassD,1
50,505,Expert Level,Male,ClassD,0
71,714,Beginner Level,Male,ClassD,0
40,0,Intermediate Level,Male,ClassA,0
60,605,Intermediate Level,Male,ClassA,0
76,0,Beginner Level,Male,ClassA,0
76,764,Intermediate Level,Male,ClassA,0
84,846,Beginner Level,Male,ClassA,1
60,0,Beginner Level,Male,ClassA,0
45,0,Intermediate Level,Male,ClassA,0
84,845,Intermediate Level,Male,ClassA,1
69,696,Expert Level,Male,ClassA,0
66,0,Beginner Level,Male,ClassA,0
51,0,Intermediate Level,Male,ClassD,0
80,805,Intermediate Level,Male,ClassD,0
75,754,Beginner Level,Male,ClassD,0
74,0,Intermediate Level,Male,ClassD,0
75,752,Beginner Level,Male,ClassD,0
52,522,Beginner Level,Male,ClassD,0
60,605,Intermediate Level,Male,ClassD,0
52,525,Intermediate Level,Male,ClassD,0
70,704,Expert Level,Male,ClassD,0
66,662,Beginner Level,Male,ClassD,0
67,677,Intermediate Level,Male,ClassA,0
55,552,Intermediate Level,Male,ClassA,0
47,474,Beginner Level,Male,ClassA,0
67,674,Intermediate Level,Male,ClassA,0
67,0,Beginner Level,Male,ClassA,0
82,825,Beginner Level,Male,ClassA,1
49,494,Intermediate Level,Male,ClassA,0
66,0,Intermediate Level,Male,ClassA,0
58,584,Expert Level,Male,ClassA,0
66,665,Beginner Level,Male,ClassA,0
94,946,Intermediate Level,Male,ClassC,1
67,674,Intermediate Level,Male,ClassC,0
71,0,Beginner Level,Male,ClassC,0
67,674,Intermediate Level,Male,ClassC,0
62,626,Beginner Level,Male,ClassC,0
71,714,Beginner Level,Male,ClassC,0
73,0,Intermediate Level,Male,ClassC,0
86,863,Intermediate Level,Male,ClassC,1
63,636,Expert Level,Male,ClassC,0
71,0,Beginner Level,Male,ClassC,0
55,554,Intermediate Level,Male,ClassA,0
45,0,Intermediate Level,Male,ClassA,0
53,534,Beginner Level,Male,ClassA,0
66,666,Intermediate Level,Male,ClassA,0
80,806,Beginner Level,Male,ClassA,0
63,0,Beginner Level,Male,ClassA,0
84,844,Intermediate Level,Male,ClassA,1
55,0,Intermediate Level,Male,ClassA,0
66,662,Expert Level,Male,ClassA,0
65,656,Beginner Level,Male,ClassA,0
83,835,Intermediate Level,Male,ClassD,1
87,875,Intermediate Level,Male,ClassD,1
85,0,Beginner Level,Male,ClassD,1
68,684,Intermediate Level,Male,ClassD,0
61,617,Beginner Level,Male,ClassD,0
61,615,Beginner Level,Male,ClassD,0
78,782,Intermediate Level,Male,ClassD,0
76,763,Intermediate Level,Male,ClassD,0
99,0,Expert Level,Male,ClassD,1
73,733,Beginner Level,Male,ClassD,0
82,826,Intermediate Level,Male,ClassA,1
84,846,Intermediate Level,Male,ClassA,1
53,534,Beginner Level,Male,ClassA,0
45,456,Intermediate Level,Male,ClassA,0
41,0,Beginner Level,Male,ClassA,0
66,664,Beginner Level,Male,ClassA,0
59,596,Intermediate Level,Male,ClassA,0
74,0,Intermediate Level,Male,ClassA,0
54,0,Expert Level,Male,ClassA,0
54,0,Beginner Level,Male,ClassA,0
78,0,Intermediate Level,Female,ClassB,0
88,885,Intermediate Level,Female,ClassB,1
84,845,Beginner Level,Female,ClassB,1
76,766,Intermediate Level,Female,ClassB,0
81,0,Beginner Level,Female,ClassB,1
81,816,Beginner Level,Female,ClassB,1
73,735,Intermediate Level,Female,ClassB,0
56,565,Intermediate Level,Female,ClassB,0
83,833,Expert Level,Female,ClassB,1
49,493,Beginner Level,Female,ClassB,0
41,414,Intermediate Level,Male,ClassA,0
55,555,Intermediate Level,Male,ClassA,0
68,0,Beginner Level,Male,ClassA,0
44,0,Intermediate Level,Male,ClassA,0
35,356,Beginner Level,Male,ClassA,0
66,662,Beginner Level,Male,ClassA,0
49,494,Intermediate Level,Male,ClassA,0
77,775,Intermediate Level,Male,ClassA,0
86,863,Expert Level,Male,ClassA,1
54,547,Beginner Level,Male,ClassA,0
46,465,Intermediate Level,Male,ClassB,0
